id,Кличка,Ссылка на профиль,Приют,Город,Порода,Вид,Дата рождения,Пол,В избранном,Уже дома,Забрать домой,Погулять
455,Констанция,https://teddyfood.com/ru/animals/Konstancia/,Котофей,Пермь,Без породы,Кошки,2011-10-12,девочка,2,0,0,0
456,Фиона,https://teddyfood.com/ru/animals/Fiona/,Люськин дом,Казань,Без породы,Кошки,2017-07-09,девочка,3,1,0,0
457,Царевна,https://teddyfood.com/ru/animals/Zarevna/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2015-10-20,девочка,15,1,1,0
458,Винки,https://teddyfood.com/ru/animals/ Vinki/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2014-01-10,девочка,9,1,0,0
459,Арнольд,https://teddyfood.com/ru/animals/Arnold_perm/,Матроскин,Пермь,Без породы,Кошки,2015-06-20,мальчик,1,1,0,0
460,Абрикос,https://teddyfood.com/ru/animals/Apricot/,"Частный Московский приют ""МУРКОША""",Москва,Без породы,Кошки,2014-07-30,мальчик,2,1,0,0
461,Цефей,https://teddyfood.com/ru/animals/Cepheus/,"Частный Московский приют ""МУРКОША""",Москва,Без породы,Кошки,2017-04-05,мальчик,3,1,0,0
462,Джинни,https://teddyfood.com/ru/animals/Ginny_moscow/,"Частный Московский приют ""МУРКОША""",Москва,Без породы,Кошки,2015-08-10,девочка,1,1,0,0
463,Графиня,https://teddyfood.com/ru/animals/Countess/,Котофей,Пермь,Без породы,Кошки,2017-01-30,девочка,4,1,0,0
464,Зина,https://teddyfood.com/ru/animals/Zina/,Люськин дом,Казань,Без породы,Кошки,2017-07-20,девочка,83,0,1,0
465,Пипка,https://teddyfood.com/ru/animals/Pipka/,Люськин дом,Казань,Без породы,Кошки,2017-06-10,девочка,10,1,0,0
466,Звездочка,https://teddyfood.com/ru/animals/Star-perm/,Матроскин,Пермь,Без породы,Кошки,2014-04-20,девочка,1,1,0,0
467,Моби Дик,https://teddyfood.com/ru/animals/Moby_Dick/,Матроскин,Пермь,Без породы,Кошки,2014-02-05,мальчик,1,1,0,0
468,Асока ,https://teddyfood.com/ru/animals/Ahsoka/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-09-20,девочка,14,1,0,1
469,Мерида,https://teddyfood.com/ru/animals/Merida/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-01-20,девочка,7,1,0,0
470,Сильвестр,https://teddyfood.com/ru/animals/Sylvester_s/,ФлагманВет,Самара,Без породы,Кошки,2015-05-20,мальчик,22,1,0,1
471,Дульсинея,https://teddyfood.com/ru/animals/Dulcinea/,ФлагманВет,Самара,Без породы,Кошки,2016-11-06,девочка,0,1,0,0
472,Принц,https://teddyfood.com/ru/animals/Prince_samara/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-01-20,мальчик,3,1,0,0
473,Индиана,https://teddyfood.com/ru/animals/Indiana/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-07-20,девочка,8,1,0,0
474,Кефир,https://teddyfood.com/ru/animals/Kefir/,"Частный Московский приют ""МУРКОША""",Москва,Без породы,Кошки,2008-01-10,мальчик,19,1,0,2
475,Юкионна,https://teddyfood.com/ru/animals/Yukionna/,"Частный Московский приют ""МУРКОША""",Москва,Без породы,Кошки,2017-01-20,девочка,7,1,0,0
476,Коровка,https://teddyfood.com/ru/animals/Korovka/,"Частный Московский приют ""МУРКОША""",Москва,Без породы,Кошки,2016-01-20,девочка,9,1,0,0
477,Гвоздика,https://teddyfood.com/ru/animals/Gvozdika/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2015-01-20,девочка,22,0,0,0
478,Булочка,https://teddyfood.com/ru/animals/Bun/,Матроскин,Пермь,Без породы,Кошки,2016-01-20,девочка,1,1,0,0
479,Царь,https://teddyfood.com/ru/animals/Tsar/,Матроскин,Пермь,Без породы,Кошки,2015-01-20,мальчик,1,1,0,0
480,Тыковка,https://teddyfood.com/ru/animals/Pumpkin/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-01-02,девочка,4,1,0,0
481,Нюра,https://teddyfood.com/ru/animals/Nyura/,Матроскин,Пермь,Без породы,Кошки,2016-02-02,девочка,12,1,0,0
482,Степа,https://teddyfood.com/ru/animals/Stepa/,Матроскин,Пермь,Без породы,Кошки,2013-01-20,мальчик,8,1,0,0
483,Долорес,https://teddyfood.com/ru/animals/Dolores/,Матроскин,Пермь,Без породы,Кошки,2015-01-20,девочка,2,1,0,0
484,Саймон,https://teddyfood.com/ru/animals/Simon/,Матроскин,Пермь,Без породы,Кошки,2015-01-20,мальчик,17,1,2,0
485,Мотя,https://teddyfood.com/ru/animals/Motya/,Люськин дом,Казань,Без породы,Кошки,2016-01-20,девочка,11,1,0,1
486,Тамара,https://teddyfood.com/ru/animals/tamara/,"Частный Московский приют ""МУРКОША""",Москва,Без породы,Кошки,2014-01-20,девочка,2,1,0,0
487,Ежик,https://teddyfood.com/ru/animals/Hedgehog_p/,Матроскин,Пермь,Без породы,Кошки,2015-01-20,мальчик,6,1,0,0
488,Злата,https://teddyfood.com/ru/animals/Zlata/,Матроскин,Пермь,Без породы,Кошки,2016-01-20,девочка,9,1,0,0
489,Феникс,https://teddyfood.com/ru/animals/Phoenix/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-01-20,мальчик,11,1,0,0
490,Ариша,https://teddyfood.com/ru/animals/Arisha/,Матроскин,Пермь,Без породы,Кошки,2017-01-20,девочка,3,1,0,0
491,Магнолия,https://teddyfood.com/ru/animals/Magnolia/,Матроскин,Пермь,Без породы,Кошки,2017-01-20,девочка,6,1,0,0
492,Винни Пух,https://teddyfood.com/ru/animals/Winnie_the_Pooh/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-01-20,мальчик,51,1,1,1
493,Селена,https://teddyfood.com/ru/animals/Selena/,Люськин дом,Казань,Без породы,Кошки,2017-06-20,девочка,66,0,0,0
494,Софа,https://teddyfood.com/ru/animals/Sofa_m/,"Частный Московский приют ""МУРКОША""",Москва,Без породы,Кошки,2015-01-20,девочка,3,1,0,0
495,Фауст,https://teddyfood.com/ru/animals/Faust_p/,Матроскин,Пермь,Без породы,Кошки,2017-05-20,мальчик,16,1,0,0
496,Пингвин,https://teddyfood.com/ru/animals/Penguin/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-08-07,мальчик,6,0,0,0
497,Винсент,https://teddyfood.com/ru/animals/Cat_smr/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-01-20,мальчик,4,1,0,0
498,Зайка,https://teddyfood.com/ru/animals/Zaika/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2015-01-20,девочка,18,0,0,0
499,Мила,https://teddyfood.com/ru/animals/Mila/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2017-01-20,девочка,21,0,0,0
500,Гриша,https://teddyfood.com/ru/animals/Grisha/,Люськин дом,Казань,Без породы,Кошки,2013-01-20,девочка,33,0,0,0
501,Ириска,https://teddyfood.com/ru/animals/Iriska/,Люськин дом,Казань,Без породы,Кошки,2015-01-30,девочка,33,0,0,0
502,Артемий,https://teddyfood.com/ru/animals/Artemy/,Матроскин,Пермь,Без породы,Кошки,2008-01-20,мальчик,15,1,0,0
503,Лара,https://teddyfood.com/ru/animals/Lara/,Матроскин,Пермь,Без породы,Кошки,2014-01-20,девочка,7,1,0,0
504,Виктория,https://teddyfood.com/ru/animals/Victoria/,Матроскин,Пермь,Без породы,Кошки,2014-02-02,девочка,10,1,0,0
505,Джесси,https://teddyfood.com/ru/animals/Jesse/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2017-01-20,девочка,2,1,0,0
506,Свити,https://teddyfood.com/ru/animals/Sviti/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2017-05-15,девочка,16,1,1,0
507,Уся,https://teddyfood.com/ru/animals/Usia/,"Частный Московский приют ""МУРКОША""",Москва,Без породы,Кошки,2013-01-20,девочка,9,1,0,0
508,Шарлотта,https://teddyfood.com/ru/animals/Charlotte/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-08-02,девочка,8,1,0,0
509,Энигма,https://teddyfood.com/ru/animals/Enigma/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-09-20,девочка,10,1,0,0
510,Денди,https://teddyfood.com/ru/animals/Dandy/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-08-02,мальчик,4,1,0,0
511,Алиса,https://teddyfood.com/ru/animals/Alice_k/,Люськин дом,Казань,Без породы,Кошки,2015-01-20,девочка,7,1,0,0
512,Конор,https://teddyfood.com/ru/animals/Conor/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2013-03-04,мальчик,45,0,0,2
513,Неженка,https://teddyfood.com/ru/animals/Nezhenka/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2017-06-20,девочка,34,0,0,1
514,Джипси,https://teddyfood.com/ru/animals/Dgypsy/,Матроскин,Пермь,Без породы,Кошки,2015-01-20,девочка,3,1,0,0
515,Веня,https://teddyfood.com/ru/animals/Venya/,Люськин дом,Казань,Без породы,Кошки,2017-07-06,мальчик,0,1,0,0
516,Лилу,https://teddyfood.com/ru/animals/Lilu_K/,Люськин дом,Казань,Без породы,Кошки,2016-01-20,девочка,3,1,0,0
517,Мирикл,https://teddyfood.com/ru/animals/Miricl/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2015-01-20,девочка,46,1,1,1
518,Эльза,https://teddyfood.com/ru/animals/Elsa/,Люськин дом,Казань,Без породы,Кошки,2017-01-20,девочка,38,0,1,1
519,Марта,https://teddyfood.com/ru/animals/Marta_mur/,"Частный Московский приют ""МУРКОША""",Москва,Без породы,Кошки,2014-01-20,девочка,2,1,0,0
520, Геральдина,https://teddyfood.com/ru/animals/Heraldine/,"Частный Московский приют ""МУРКОША""",Москва,Без породы,Кошки,2015-02-20,девочка,1,1,0,0
521,Люся,https://teddyfood.com/ru/animals/Lusia_k/,Люськин дом,Казань,Без породы,Кошки,2016-08-20,девочка,5,1,0,0
522,Марла,https://teddyfood.com/ru/animals/Marla/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-09-20,девочка,20,0,0,0
